uid,FTO,language
catalan-29-154-329422,132,Catalan
catalan-29-161-346670,-553,Catalan
catalan-29-166-351788,266,Catalan
catalan-29-181-377576,910,Catalan
catalan-29-192-393028,354,Catalan
catalan-30-017-52881,-897,Catalan
catalan-30-033-91838,-700,Catalan
catalan-30-037-99018,-152,Catalan
catalan-30-045-116366,268,Catalan
catalan-30-056-139086,540.9999999999709,Catalan
catalan-30-063-153515,2787,Catalan
catalan-30-065-158606,396,Catalan
catalan-30-106-265166,502,Catalan
catalan-30-108-269094,-1029,Catalan
catalan-30-113-279182,180,Catalan
catalan-30-115-283310,538,Catalan
catalan-30-117-287734,492,Catalan
catalan-30-119-289737,36,Catalan
catalan-30-124-300534,-112,Catalan
catalan-30-135-334523,753,Catalan
catalan-30-142-351972,9,Catalan
catalan-30-144-353522,-202,Catalan
catalan-30-154-371533,-1925,Catalan
catalan-30-162-385318,84,Catalan
catalan-30-184-447646,430,Catalan
catalan-30-194-467894,156,Catalan
catalan-30-200-478734,426,Catalan
catalan-30-226-539247,722,Catalan
catalan-30-231-547142,612,Catalan
catalan-30-233-549044,14,Catalan
catalan-30-235-552774,422,Catalan
catalan-30-242-565150,538,Catalan
catalan-30-244-567054,549,Catalan
catalan-30-246-568750,393,Catalan
catalan-30-254-581238,-639,Catalan
catalan-30-256-583726,284,Catalan
catalan-30-258-585094,180,Catalan
catalan-30-260-586086,164,Catalan
catalan-30-264-592788,-78,Catalan
catalan-31-004-3462,516,Catalan
catalan-31-006-5576,542,Catalan
catalan-31-019-32813,298.99999999999636,Catalan
catalan-31-021-34470,-172,Catalan
catalan-31-033-59282,1114,Catalan
catalan-31-048-101031,429,Catalan
catalan-31-051-105335,509.00000000001455,Catalan
catalan-31-061-122590,1460,Catalan
catalan-31-069-136203,97,Catalan
catalan-31-077-154673,287,Catalan
catalan-31-084-159990,1531,Catalan
catalan-31-095-193114,1256,Catalan
catalan-31-097-195518,300,Catalan
catalan-31-134-290039,197,Catalan
catalan-31-162-365094,360,Catalan
catalan-31-171-383622,172,Catalan
catalan-32-028-80638,596,Catalan
catalan-32-036-99774,436,Catalan
catalan-32-045-125366,-1485,Catalan
catalan-32-074-216846,3436,Catalan
catalan-32-097-282206,863,Catalan
catalan-32-120-337169,-1273,Catalan
catalan-32-127-352486,60,Catalan
catalan-32-135-364686,196,Catalan
catalan-32-158-418943,152,Catalan
catalan-32-175-466384,780,Catalan
catalan-32-231-586152,1119,Catalan
catalan-33-009-23110,476,Catalan
catalan-33-011-25387,113,Catalan
catalan-33-021-37406,740,Catalan
catalan-33-035-70358,-268,Catalan
catalan-33-039-79255,653,Catalan
catalan-33-047-98570,272,Catalan
catalan-33-079-175726,716,Catalan
catalan-33-085-186734,178,Catalan
catalan-33-098-212957,-269,Catalan
catalan-33-109-243766,-49,Catalan
catalan-33-131-303571,625,Catalan
catalan-33-153-361166,-36,Catalan
catalan-33-164-392311,293,Catalan
catalan-33-167-398267,-1911,Catalan
catalan-33-184-432791,197,Catalan
catalan-33-188-441631,340,Catalan
catalan-33-193-449303,244,Catalan
catalan-34-005-8974,252,Catalan
catalan-34-007-10214,1492,Catalan
catalan-34-059-90902,12,Catalan
catalan-34-071-109334,-220,Catalan
catalan-34-073-110798,412,Catalan
catalan-34-079-123126,324,Catalan
catalan-34-091-140478,268,Catalan
catalan-34-136-220862,-5068,Catalan
catalan-34-157-256646,332,Catalan
catalan-34-162-262278,499.9999999999709,Catalan
catalan-34-176-289550,1388,Catalan
catalan-34-180-296798,3922,Catalan
catalan-34-193-317089,519,Catalan
catalan-34-197-322014,260,Catalan
catalan-34-201-329998,-374,Catalan
catalan-34-206-339870,252,Catalan
catalan-34-219-358990,-300,Catalan
catalan-34-234-382694,36,Catalan
catalan-34-250-412758,-292,Catalan
catalan-34-263-432558,212,Catalan
catalan-34-273-454952,361.9999999999418,Catalan
catalan-34-276-459450,-648,Catalan
catalan-34-290-480110,700.0000000000582,Catalan
catalan-34-310-517814,-1596,Catalan
catalan-34-315-531277,571,Catalan
catalan-34-323-543774,232,Catalan
catalan-34-328-549845,38,Catalan
catalan-34-337-569292,-1118,Catalan
catalan-34-383-644759,245,Catalan
catalan-34-386-647745,2039,Catalan
catalan-34-390-657726,28,Catalan
catalan-34-424-722734,2868,Catalan
catalan-34-440-750718,-844,Catalan
catalan-34-461-796444,346,Catalan
catalan-34-469-804606,1972,Catalan
catalan-34-504-866662,748,Catalan
catalan-34-517-894059,393.0000000001164,Catalan
catalan-34-542-933534,3140,Catalan
catalan-34-559-964958,340,Catalan
catalan-34-576-995334,332.0000000001164,Catalan
catalan-34-579-998062,476,Catalan
catalan-34-593-1015544,454,Catalan
catalan-34-600-1020793,591,Catalan
catalan-34-605-1026918,1883.9999999997672,Catalan
catalan-34-618-1046631,100.00000000011642,Catalan
catalan-35-005-16334,582,Catalan
catalan-35-042-113438,973,Catalan
catalan-35-049-133774,260,Catalan
catalan-35-051-136998,597,Catalan
catalan-35-061-158414,-5840,Catalan
catalan-35-073-188507,-29,Catalan
catalan-35-075-189855,181,Catalan
catalan-35-080-208369,2263,Catalan
catalan-35-088-234134,-260,Catalan
catalan-35-108-280126,188,Catalan
catalan-35-116-299486,447,Catalan
catalan-35-126-326126,604,Catalan
catalan-35-133-340622,164.0000000000582,Catalan
catalan-35-135-349598,140.0000000000582,Catalan
catalan-35-142-368350,-36,Catalan
catalan-35-151-384742,436,Catalan
catalan-35-156-392198,236,Catalan
catalan-35-158-396510,396,Catalan
catalan-36-003-11830,460,Catalan
catalan-36-007-23646,268,Catalan
catalan-36-013-37278,180,Catalan
catalan-36-015-45640,14,Catalan
catalan-36-035-86462,20,Catalan
catalan-36-043-112062,428,Catalan
catalan-36-083-236294,416.9999999999709,Catalan
catalan-36-102-280370,486,Catalan
catalan-37-004-5998,-7,Catalan
catalan-37-011-24238,-844,Catalan
catalan-37-015-29966,-1236,Catalan
catalan-37-032-77382,-20,Catalan
catalan-37-054-128598,227,Catalan
catalan-37-075-186678,-6636,Catalan
catalan-37-122-291750,-92,Catalan
catalan-38-013-45294,293,Catalan
catalan-38-051-164870,156,Catalan
catalan-38-066-198518,52,Catalan
catalan-38-092-267526,188,Catalan
catalan-38-096-276304,902,Catalan
catalan-38-101-286854,108,Catalan
catalan-38-111-313081,679,Catalan
catalan-38-120-338241,287,Catalan
catalan-38-163-435950,300,Catalan
catalan-38-183-481064,188,Catalan
catalan-39-003-6718,100,Catalan
catalan-39-005-9854,196,Catalan
catalan-39-013-31550,276,Catalan
catalan-39-027-83150,-724,Catalan
catalan-39-127-356496,118,Catalan
catalan-39-130-364430,-356,Catalan
catalan-39-135-376475,1385,Catalan
catalan-39-166-453302,-813,Catalan
catalan-40-008-27790,-91,Catalan
catalan-40-066-179360,430,Catalan
catalan-40-086-235762,-18,Catalan
catalan-40-139-362118,620,Catalan
catalan-40-149-383632,142,Catalan
catalan-40-159-410755,-103,Catalan
catalan-40-163-424862,420,Catalan
catalan-41-004-20486,812,Catalan
catalan-41-006-25782,564,Catalan
catalan-41-041-160698,1416.000000000029,Catalan
catalan-41-053-195822,2980,Catalan
catalan-41-093-299423,47,Catalan
catalan-41-151-493278,460,Catalan
catalan-41-178-596766,476,Catalan
catalan-42-09-31642,240,Catalan
catalan-42-27-89334,316,Catalan
catalan-42-42-145686,748,Catalan
catalan-42-44-155290,-820,Catalan
catalan-42-71-259514,48,Catalan
catalan-42-75-267134,140,Catalan
catalan-42-78-275254,236,Catalan
catalan-42-96-352313,4164,Catalan
dutch-01-060-118909,264.99999999998545,Dutch
dutch-01-133-268004,299,Dutch
dutch-01-154-303520,755,Dutch
dutch-01-174-329756,395,Dutch
dutch-01-176-333443,812,Dutch
dutch-01-271-498941,305,Dutch
dutch-01-273-500546,47,Dutch
dutch-01-291-523079,-392.0000000000582,Dutch
dutch-01-294-527311,-524,Dutch
dutch-01-320-576231,-2314,Dutch
dutch-01-325-584751,-427,Dutch
dutch-01-329-592749,163,Dutch
dutch-01-372-666694,245,Dutch
dutch-01-376-673880,1533,Dutch
dutch-01-382-685609,919,Dutch
dutch-01-388-694486,483,Dutch
dutch-01-448-796342,1300,Dutch
dutch-01-467-834188,221,Dutch
dutch-01-486-870696,122,Dutch
dutch-01-492-879346,186,Dutch
dutch-01-498-894715,-617,Dutch
dutch-02-045-53859,-147,Dutch
dutch-02-082-104240,124.00000000001457,Dutch
dutch-02-105-127745,1685,Dutch
dutch-02-133-155437,23,Dutch
dutch-02-149-170725,113,Dutch
dutch-02-151-171105,493,Dutch
dutch-02-178-196928,68,Dutch
dutch-02-232-257014,33.999999999970896,Dutch
dutch-02-249-277852,-181,Dutch
dutch-02-292-335378,-159,Dutch
dutch-02-319-361898,-33,Dutch
dutch-02-387-432367,1089,Dutch
dutch-02-405-452064,-1509,Dutch
dutch-02-447-499995,459,Dutch
dutch-02-498-551334,77,Dutch
dutch-02-526-590417,274,Dutch
dutch-02-543-610866,-308,Dutch
dutch-02-554-623988,-175,Dutch
dutch-02-564-637086,-612,Dutch
dutch-02-592-665419,-186,Dutch
dutch-02-630-706700,-481,Dutch
dutch-02-658-738368,-139,Dutch
dutch-02-683-770355,-797,Dutch
dutch-02-739-840439,-587,Dutch
dutch-02-774-877911,-44,Dutch
dutch-03-005-14589,947,Dutch
dutch-03-014-24207,367,Dutch
dutch-03-030-43922,451,Dutch
dutch-03-066-91848,-239,Dutch
dutch-03-072-101767,-182,Dutch
dutch-03-089-124124,376,Dutch
dutch-03-095-132368,126,Dutch
dutch-03-112-159284,113.9999999999709,Dutch
dutch-03-115-161243,145,Dutch
dutch-03-125-173094,-43,Dutch
dutch-03-140-193927,337,Dutch
dutch-03-142-198334,0,Dutch
dutch-03-157-224006,248,Dutch
dutch-03-170-242449,822,Dutch
dutch-03-172-242798,-1181,Dutch
dutch-03-199-276370,-461,Dutch
dutch-03-204-281914,17,Dutch
dutch-03-223-308700,1035,Dutch
dutch-03-234-321091,685,Dutch
dutch-03-270-379124,124,Dutch
dutch-03-278-394150,1811,Dutch
dutch-03-296-419081,101,Dutch
dutch-03-337-478026,795,Dutch
dutch-03-346-493918,-305,Dutch
dutch-03-369-532715,293,Dutch
dutch-03-387-557074,441,Dutch
dutch-03-393-568579,-11,Dutch
dutch-03-444-637463,-1244,Dutch
dutch-03-452-650411,78,Dutch
dutch-03-464-664834,181,Dutch
dutch-03-473-673314,-55,Dutch
dutch-03-482-687789,111,Dutch
dutch-03-503-710557,-704,Dutch
dutch-03-527-739984,-23,Dutch
dutch-03-560-782548,200,Dutch
dutch-03-583-807957,-323,Dutch
dutch-03-590-820174,-289,Dutch
dutch-03-632-890155,1008,Dutch
dutch-04-043-64873,1027.0000000000073,Dutch
dutch-04-049-72278,58,Dutch
dutch-04-112-154402,-81,Dutch
dutch-04-118-159879,-414.9999999999709,Dutch
dutch-04-120-162106,220,Dutch
dutch-04-122-163132,-197,Dutch
dutch-04-162-208758,-427,Dutch
dutch-04-171-221093,889.0000000000291,Dutch
dutch-04-174-223316,462.0000000000291,Dutch
dutch-04-206-257662,287.9999999999418,Dutch
dutch-04-219-270766,392,Dutch
dutch-04-235-288502,923,Dutch
dutch-04-253-304621,196,Dutch
dutch-04-276-330431,-132,Dutch
dutch-04-286-337627,-87,Dutch
dutch-04-292-345351,1609,Dutch
dutch-04-294-346481,637,Dutch
dutch-04-307-358112,208,Dutch
dutch-04-311-363921,340,Dutch
dutch-04-313-367292,-307,Dutch
dutch-04-325-380540,284,Dutch
dutch-04-350-412353,-414,Dutch
dutch-04-354-419304,-906,Dutch
dutch-04-363-433640,-393,Dutch
dutch-04-410-490913,-262,Dutch
dutch-04-434-526563,-55,Dutch
dutch-04-436-527883,32,Dutch
dutch-04-467-570151,251,Dutch
dutch-04-499-615068,-2205,Dutch
dutch-04-515-635912,-1201,Dutch
dutch-04-530-659673,349,Dutch
dutch-04-567-708811,918,Dutch
dutch-04-569-711371,1024,Dutch
dutch-04-633-787210,196,Dutch
dutch-04-642-800769,-81,Dutch
dutch-04-655-818293,241,Dutch
dutch-04-665-832136,380,Dutch
dutch-05-022-22954,-382,Dutch
dutch-05-029-34067,460,Dutch
dutch-05-047-56597,231,Dutch
dutch-05-059-74684,662,Dutch
dutch-05-131-160245,-752,Dutch
dutch-05-146-180275,-146,Dutch
dutch-05-151-185511,34,Dutch
dutch-05-162-195342,22,Dutch
dutch-05-167-201219,598,Dutch
dutch-05-169-203674,68,Dutch
dutch-05-309-404192,-1039,Dutch
dutch-05-382-507075,134,Dutch
dutch-05-422-561332,26,Dutch
dutch-05-434-578425,48,Dutch
dutch-05-443-587243,-446,Dutch
dutch-05-481-630866,35,Dutch
dutch-05-486-636098,704,Dutch
dutch-05-497-648509,14,Dutch
dutch-05-545-704161,-484,Dutch
dutch-05-552-708852,686.0000000001164,Dutch
dutch-05-586-754601,551,Dutch
dutch-05-615-786973,528,Dutch
dutch-05-647-820880,172,Dutch
dutch-05-678-857777,-603,Dutch
dutch-05-685-863380,427,Dutch
dutch-05-708-885327,-371,Dutch
dutch-06-037-45836,516,Dutch
dutch-06-048-64240,105.99999999999272,Dutch
dutch-06-063-78045,1418,Dutch
dutch-06-077-97084,260.99999999998545,Dutch
dutch-06-101-115346,79,Dutch
dutch-06-141-163174,1100,Dutch
dutch-06-164-189800,68,Dutch
dutch-06-245-289335,191,Dutch
dutch-06-277-329516,-169,Dutch
dutch-06-280-332498,-1014,Dutch
dutch-06-290-345816,365.0000000000582,Dutch
dutch-06-298-359059,506.9999999999418,Dutch
dutch-06-318-385343,349,Dutch
dutch-06-333-403292,650.0000000000582,Dutch
dutch-06-380-464792,-207.9999999999418,Dutch
dutch-06-394-479423,-1087,Dutch
dutch-06-457-546316,-296,Dutch
dutch-06-469-556833,329,Dutch
dutch-06-474-560213,-927,Dutch
dutch-06-476-562226,175,Dutch
dutch-06-561-660696,-208,Dutch
dutch-06-577-678423,22,Dutch
dutch-06-655-775953,660,Dutch
dutch-06-671-788633,-186,Dutch
dutch-06-710-829925,196,Dutch
dutch-06-718-839257,505,Dutch
dutch-06-721-840837,-1570,Dutch
dutch-06-735-856151,33,Dutch
dutch-06-752-881130,88,Dutch
dutch-06-754-885222,643,Dutch
dutch-07-018-26315,-141,Dutch
dutch-07-034-48762,1042,Dutch
dutch-07-092-137040,-347,Dutch
dutch-07-094-138592,-163.0000000000291,Dutch
dutch-07-119-175019,-402,Dutch
dutch-07-129-189701,-11,Dutch
dutch-07-132-193490,282,Dutch
dutch-07-150-221784,-467,Dutch
dutch-07-157-231891,-313,Dutch
dutch-07-178-272199,445,Dutch
dutch-07-216-330804,-2238.000000000058,Dutch
dutch-07-234-360355,-2350,Dutch
dutch-07-248-381386,-2163,Dutch
dutch-07-280-436642,2646,Dutch
dutch-07-290-457698,-34,Dutch
dutch-07-303-478014,-248,Dutch
dutch-07-312-488204,67,Dutch
dutch-07-320-497604,0,Dutch
dutch-07-322-498562,147,Dutch
dutch-07-341-528172,759,Dutch
dutch-07-352-541040,-1847,Dutch
dutch-07-360-550654,-259,Dutch
dutch-07-379-572891,-315,Dutch
dutch-07-385-582309,720,Dutch
dutch-07-387-583857,140,Dutch
dutch-07-400-603666,-360,Dutch
dutch-07-408-615754,-687,Dutch
dutch-07-414-623885,168,Dutch
dutch-07-419-632050,0,Dutch
dutch-07-424-639112,-303.9999999998836,Dutch
dutch-07-434-651569,473,Dutch
dutch-07-436-652751,-203,Dutch
dutch-07-499-744313,90,Dutch
dutch-07-522-774998,-1340,Dutch
dutch-07-537-801761,-980,Dutch
dutch-07-565-848377,-342,Dutch
dutch-07-590-880677,-479,Dutch
dutch-08-007-5339,-233,Dutch
dutch-08-050-56217,-676,Dutch
dutch-08-115-130559,-187.00000000001455,Dutch
dutch-08-165-182536,374,Dutch
dutch-08-177-193192,0,Dutch
dutch-08-182-198445,0,Dutch
dutch-08-198-214867,93,Dutch
dutch-08-220-234837,-105,Dutch
dutch-08-233-248657,-268,Dutch
dutch-08-267-292058,-502,Dutch
dutch-08-298-320890,-187,Dutch
dutch-08-318-342781,1178,Dutch
dutch-08-386-422903,-93,Dutch
dutch-08-463-510839,-918,Dutch
dutch-08-487-540713,-810,Dutch
dutch-08-527-585339,-335,Dutch
dutch-08-530-588819,0,Dutch
dutch-08-534-592924,162,Dutch
dutch-08-537-597890,745,Dutch
dutch-08-545-604379,-854,Dutch
dutch-08-579-650735,-302,Dutch
dutch-08-587-658520,335,Dutch
dutch-08-704-802327,1059,Dutch
dutch-08-706-803505,238,Dutch
dutch-08-715-811766,173,Dutch
dutch-09-006-7739,40,Dutch
dutch-09-018-22819,0,Dutch
dutch-09-029-34554,1108,Dutch
dutch-09-056-63702,-346,Dutch
dutch-09-080-97243,1043,Dutch
dutch-09-123-147026,102,Dutch
dutch-09-126-152807,712.0000000000291,Dutch
dutch-09-128-155113,-463,Dutch
dutch-09-138-174766,123,Dutch
dutch-09-147-182047,1699,Dutch
dutch-09-165-206581,-411,Dutch
dutch-09-169-212537,-54,Dutch
dutch-09-189-234568,-1017.0000000000292,Dutch
dutch-09-196-246881,660,Dutch
dutch-09-216-272715,-493.9999999999418,Dutch
dutch-09-225-285359,368,Dutch
dutch-09-312-423861,75,Dutch
dutch-09-331-451786,22,Dutch
dutch-09-342-469992,1319,Dutch
dutch-09-372-518327,-183.9999999999418,Dutch
dutch-09-383-532172,359,Dutch
dutch-09-440-613832,-327,Dutch
dutch-09-454-631612,293,Dutch
dutch-09-465-647113,720,Dutch
dutch-09-471-657543,-619,Dutch
dutch-09-553-775028,113,Dutch
dutch-09-555-777263,135,Dutch
dutch-09-559-781742,360,Dutch
dutch-09-647-898215,-68,Dutch
dutch-10-010-10569,78,Dutch
dutch-10-025-31146,279,Dutch
dutch-10-040-51607,-90,Dutch
dutch-10-108-136396,-111.9999999999709,Dutch
dutch-10-177-215446,290,Dutch
dutch-10-189-235160,-458,Dutch
dutch-10-310-411447,156,Dutch
dutch-10-662-877310,78,Dutch
dutch-11-169-189988,1417,Dutch
dutch-11-209-245686,-116,Dutch
dutch-11-243-291121,-360,Dutch
dutch-11-499-586590,-566,Dutch
dutch-11-545-642506,-543,Dutch
dutch-11-549-646322,208,Dutch
dutch-11-722-855904,-242,Dutch
dutch-11-757-898272,-370,Dutch
dutch-12-003-2279,202,Dutch
dutch-12-044-59948,-440,Dutch
dutch-12-121-167325,642.9999999999709,Dutch
dutch-12-149-210722,429,Dutch
dutch-12-159-221742,369,Dutch
dutch-12-173-237718,238.0000000000291,Dutch
dutch-12-191-261280,202,Dutch
dutch-12-207-274287,-1072,Dutch
dutch-12-232-308395,940,Dutch
dutch-12-286-376662,2143,Dutch
dutch-12-289-380509,143,Dutch
dutch-12-297-388237,-691,Dutch
dutch-12-328-428307,71,Dutch
dutch-12-349-451912,2072,Dutch
dutch-12-361-466367,24,Dutch
dutch-12-394-498800,95,Dutch
dutch-12-400-507060,-262,Dutch
dutch-12-435-546908,-48,Dutch
dutch-12-438-549504,-739,Dutch
dutch-12-524-645862,0,Dutch
dutch-12-547-666129,545,Dutch
dutch-12-638-781704,-1159,Dutch
dutch-12-652-794835,43,Dutch
dutch-12-662-801106,-1171,Dutch
dutch-12-728-880846,545,Dutch
dutch-13-034-42093,-2387,Dutch
dutch-13-048-57928,57,Dutch
dutch-13-070-84229,1017,Dutch
dutch-13-125-169621,-1110,Dutch
dutch-13-151-198008,101,Dutch
dutch-13-153-199616,760,Dutch
dutch-13-156-204354,-77.0000000000291,Dutch
dutch-13-267-355264,228,Dutch
dutch-13-270-358230,-2131,Dutch
dutch-13-289-380705,206,Dutch
dutch-13-312-408011,1299,Dutch
dutch-13-368-480202,1418,Dutch
dutch-13-415-545724,135,Dutch
dutch-13-552-723720,554,Dutch
dutch-13-571-745866,-734,Dutch
dutch-13-646-845017,50,Dutch
dutch-13-664-868583,502,Dutch
dutch-14-023-27717,-757,Dutch
dutch-14-025-28508,34,Dutch
dutch-14-034-36303,-49,Dutch
dutch-14-041-46223,-349,Dutch
dutch-14-056-61349,189,Dutch
dutch-14-065-69544,23,Dutch
dutch-14-067-71403,-103,Dutch
dutch-14-075-83581,387,Dutch
dutch-14-077-84890,250,Dutch
dutch-14-100-121944,-1791,Dutch
dutch-14-116-137711,353,Dutch
dutch-14-137-165949,1184,Dutch
dutch-14-145-178694,2106.000000000029,Dutch
dutch-14-153-190328,-660,Dutch
dutch-14-162-202479,-614.0000000000291,Dutch
dutch-14-164-204391,148,Dutch
dutch-14-199-244926,182,Dutch
dutch-14-241-301630,259,Dutch
dutch-14-249-311185,-56,Dutch
dutch-14-274-341911,-191,Dutch
dutch-14-283-352960,461,Dutch
dutch-14-323-391630,214,Dutch
dutch-14-331-400168,439,Dutch
dutch-14-333-402031,79,Dutch
dutch-14-336-404925,1644,Dutch
dutch-14-345-414045,-113,Dutch
dutch-14-350-420386,743,Dutch
dutch-14-352-423488,327,Dutch
dutch-14-413-491102,11,Dutch
dutch-14-424-504593,-191,Dutch
dutch-14-435-518126,-33.99999999994179,Dutch
dutch-14-443-527087,-34,Dutch
dutch-14-481-573271,214,Dutch
dutch-14-483-574814,-428,Dutch
dutch-14-514-608392,-405,Dutch
dutch-14-582-698772,1402,Dutch
dutch-14-606-730389,518,Dutch
dutch-14-609-732081,-102,Dutch
dutch-14-614-738482,-414,Dutch
dutch-14-631-752925,-444,Dutch
dutch-14-650-769480,115,Dutch
dutch-14-652-773110,1802,Dutch
dutch-14-657-779101,106,Dutch
dutch-14-661-783004,-218,Dutch
dutch-14-666-787040,58,Dutch
dutch-14-672-793691,517,Dutch
dutch-14-674-796865,495,Dutch
dutch-14-706-826490,-241,Dutch
dutch-14-741-873269,-390,Dutch
dutch-14-744-876065,-1433,Dutch
dutch-15-262-310570,174,Dutch
dutch-15-454-532730,-442,Dutch
dutch-15-475-558370,-58,Dutch
dutch-15-574-684987,337,Dutch
dutch-16-057-60457,508,Dutch
dutch-16-064-68776,174,Dutch
dutch-16-066-71410,23,Dutch
dutch-16-073-80059,428,Dutch
